,Aspect ratio,Countour area,R average,G average,B average,R 0.25 % quantile,G 0.25 % quantile,B 0.25 % quantile,R 97.5 % quantile,G 97.5 % quantile,B 97.5 % quantile,Class
548,1.8804347826086956,9758.0,211.0488879145408,208.71426578443877,210.7765664859694,48.0,44.0,49.0,235.0,235.0,235.0,3.0
549,0.9080459770114943,2674.0,234.29840959821428,233.8473573022959,234.1979830994898,86.0,76.0,81.0,243.0,243.0,243.0,0.0
550,1.2916666666666667,2853.0,247.34659996811226,247.0704121492347,247.2605428890306,106.0,106.0,105.0,255.0,255.0,255.0,0.0
551,0.9492753623188406,7143.5,197.2559590242347,195.19210379464286,196.86160714285714,39.0,35.0,41.0,215.0,215.0,215.0,2.0
552,1.02020202020202,3653.5,231.42147640306123,230.3479551977041,231.70461973852042,71.0,63.0,71.0,243.0,243.0,242.0,0.0
553,0.6363636363636364,7220.5,218.8440090880102,217.55217633928572,218.44575095663265,54.0,49.0,52.0,236.0,236.0,237.0,3.0
554,1.2123893805309736,5637.5,212.49705038265307,210.52830038265307,211.32613201530611,72.0,39.0,53.0,227.0,227.0,231.0,4.0
555,1.1829268292682926,3452.5,206.2423867984694,204.5252909757653,205.6025390625,118.0,74.0,105.0,215.0,215.0,215.0,4.0
556,0.9027777777777778,7725.5,213.5435865752551,213.4791334502551,214.0334622130102,38.0,44.0,46.0,235.0,235.0,235.0,1.0
557,1.5076923076923077,2870.5,234.36365991709184,233.2579121492347,234.40021125637756,67.0,60.0,69.0,245.0,245.0,245.0,0.0
558,1.025974025974026,10537.0,211.14831792091837,208.6522839604592,210.8008808992347,48.0,44.0,48.0,236.0,236.0,236.0,3.0
559,0.6620689655172414,4901.0,221.34891183035714,219.5632772640306,221.83348612882654,65.0,60.0,75.0,235.0,235.0,236.0,2.0
560,0.9485294117647058,8156.0,227.09522480867346,226.41932397959184,228.1954121492347,43.0,47.0,51.0,248.0,248.0,249.0,1.0
561,0.7934782608695652,2950.5,243.28015385841837,242.27389588647958,243.6740274234694,94.0,83.0,91.0,251.0,251.0,251.0,0.0
562,0.7551020408163265,2883.0,240.3224250637755,239.39014668367346,241.00177375637756,93.375,106.0,94.375,248.0,248.0,248.0,1.0
563,0.5333333333333333,5824.5,221.25641741071428,219.07033242984693,220.95011559311226,75.0,58.0,70.0,236.0,236.0,236.0,3.0
564,1.0875,2930.5,239.12446189413265,237.5790417729592,239.5177375637755,74.0,65.0,73.0,249.0,249.0,249.0,0.0
565,1.3925233644859814,8082.5,221.52576929209184,219.52445392219389,221.84335140306123,41.0,41.0,47.0,245.0,245.0,248.0,2.0
566,1.2941176470588236,7742.5,226.4953762755102,225.63968829719389,227.61603156887756,45.0,48.0,54.0,248.0,248.0,249.0,1.0
567,0.6029411764705882,4122.5,210.0769491390306,209.03527582908163,208.8925183354592,66.0,36.0,47.0,225.0,225.0,229.0,4.0
568,1.2301587301587302,7771.5,204.5999083227041,202.60899633290816,204.19401705994898,54.0,44.0,52.0,222.0,222.0,222.0,3.0
569,0.32589285714285715,4406.5,199.7078483737245,197.66059470663265,198.9014269770408,75.0,43.0,59.0,210.0,210.0,211.0,4.0
570,1.459016393442623,12608.5,215.53467793367346,209.02511160714286,215.0257493622449,53.0,46.0,59.0,242.0,242.0,243.0,2.0
571,1.0930232558139534,4441.0,223.28041294642858,222.52696508290816,223.21033960459184,49.0,50.0,54.0,238.0,238.0,238.0,2.0
572,1.3423423423423424,7126.5,224.12420280612244,219.85590720663265,224.17717633928572,54.375,55.0,72.0,241.0,241.0,243.0,2.0
573,0.759493670886076,1663.0,238.53948102678572,237.91189014668367,238.2804328762755,97.0,82.0,88.0,246.0,246.0,246.0,0.0
574,0.6968085106382979,7696.5,210.68403220663265,208.59946986607142,210.2454161352041,67.0,53.0,64.0,226.0,226.0,226.0,3.0
575,1.0608108108108107,8864.5,215.04958545918367,212.49107142857142,214.7359693877551,53.0,47.0,52.0,239.0,239.0,240.0,3.0
576,0.6701030927835051,2931.5,195.6818399234694,194.33191167091837,195.1532206632653,109.375,69.0,96.0,203.0,203.0,203.0,4.0
577,1.118421052631579,2929.5,244.86828364158163,244.84050143494898,244.859375,96.0,92.0,95.0,253.0,253.0,255.0,0.0
578,0.984375,4956.5,213.14748086734693,211.91003667091837,213.3976602359694,53.0,50.0,63.0,228.0,228.0,229.0,2.0
579,0.37572254335260113,3756.0,237.58450255102042,236.80464764030611,237.32533482142858,95.0,81.0,88.0,246.0,246.0,246.0,0.0
580,0.875,5675.5,232.93132174744898,232.71876992984693,232.52843989158163,50.0,56.0,48.0,249.0,249.0,249.0,1.0
581,0.7735849056603774,3386.0,241.16723134566325,240.3779296875,240.8946308992347,72.0,63.0,68.0,252.0,252.0,252.0,0.0
582,1.4807692307692308,8373.5,228.0720663265306,229.4715800382653,227.32784598214286,58.0,55.0,56.0,251.0,251.0,255.0,3.0
583,0.9775280898876404,3687.0,245.77981505102042,245.69624920280611,245.76112085459184,88.0,93.0,89.0,255.0,255.0,255.0,0.0
584,0.5722543352601156,6923.5,218.70358338647958,216.5507214604592,217.99535634566325,57.0,50.0,53.0,240.0,240.0,240.0,3.0
585,0.7152777777777778,7479.0,228.1930006377551,223.2819276147959,227.98965640943877,47.0,47.0,66.0,245.0,245.0,246.0,2.0
586,1.2735849056603774,6986.5,215.6084582270408,213.53172831632654,215.32166772959184,59.0,50.0,58.0,233.0,233.0,233.0,3.0
587,1.267605633802817,3468.5,229.80815529336735,229.45653300382654,229.7137675382653,64.0,59.0,60.0,240.0,240.0,241.0,0.0
588,1.0902777777777777,8052.5,225.60642538265307,223.78128985969389,224.7150031887755,59.0,57.0,58.0,246.0,246.0,247.0,1.0
589,1.1125,3835.0,236.69606983418367,236.43997130102042,236.5879504145408,60.0,63.0,61.0,248.0,248.0,248.0,0.0
590,0.8181818181818182,7672.5,220.30213647959184,217.93722098214286,220.59821428571428,34.0,35.0,37.0,245.0,245.0,248.0,2.0
591,1.0909090909090908,2604.0,227.3984375,227.10481106505102,227.48208306760205,77.0,73.0,79.0,240.0,240.0,240.0,0.0
592,0.5,6385.5,222.26114078443877,221.1223692602041,222.45459980867346,55.0,52.0,60.0,240.0,240.0,244.0,2.0
593,0.9479166666666666,4549.0,209.47351323341837,206.2881457270408,208.1838528380102,101.0,55.0,83.0,219.0,219.0,219.0,4.0
594,1.2222222222222223,9482.0,222.53507653061226,219.45270647321428,222.07613201530611,58.0,53.0,57.0,245.0,245.0,246.0,3.0
595,0.6716417910447762,1912.5,238.10897640306123,237.64606584821428,237.9384167729592,129.0,114.0,122.0,247.0,247.0,247.0,0.0
596,1.290909090909091,5425.0,204.58077566964286,201.34432796556123,203.57389987244898,71.0,38.0,54.0,217.0,217.0,217.0,4.0
597,0.8028169014084507,2001.0,236.31208147321428,235.67026068239795,236.0172193877551,75.0,61.0,67.0,245.0,245.0,245.0,0.0
598,0.8876404494382022,2941.5,246.49758848852042,246.41446109693877,246.57551419005102,100.0,103.0,101.0,255.0,255.0,255.0,0.0
599,0.8111111111111111,2767.0,241.27493223852042,240.38757573341837,241.95459980867346,97.375,111.0,100.0,249.0,249.0,249.0,1.0
600,0.49444444444444446,5210.5,198.6222696109694,198.1192004145408,198.20551658163265,110.0,71.0,101.0,210.0,210.0,214.0,4.0
601,0.8027210884353742,8109.0,217.51771763392858,216.24057318239795,217.90178571428572,49.0,47.0,56.0,239.0,239.0,239.0,1.0
602,1.0158730158730158,6642.0,219.42055963010205,217.3820352359694,218.71815210459184,55.0,48.0,52.0,240.0,240.0,240.0,3.0
603,1.126865671641791,8698.5,226.33308753188774,224.84855309311226,225.7937858737245,54.0,59.0,57.0,246.0,246.0,247.0,1.0
604,1.0294117647058822,5091.5,195.96675701530611,193.02483258928572,194.96791294642858,83.0,45.0,69.0,207.0,207.0,207.0,4.0
605,1.4081632653061225,6583.5,208.53180803571428,206.80223612882654,208.21906887755102,51.0,42.0,49.0,227.0,227.0,227.0,3.0
606,0.8656716417910447,2471.0,214.84656010841837,213.5408163265306,214.20284598214286,98.0,62.0,84.0,222.0,222.0,223.0,4.0
607,0.9090909090909091,8416.5,221.90678810586735,219.95442044005102,222.2962571747449,41.0,41.0,47.0,245.0,245.0,249.0,2.0
608,0.8048780487804879,12781.0,171.8626036352041,171.06684470663265,171.88135762117346,64.0,39.0,57.0,184.0,184.0,186.0,4.0
609,0.8554216867469879,2437.0,244.39835778061226,245.24822624362244,244.21683673469389,104.0,92.0,96.0,251.0,251.0,255.0,0.0
610,1.3507462686567164,11865.0,194.94080835459184,192.8113639987245,194.71472417091837,34.0,31.0,35.0,223.0,223.0,223.0,3.0
611,1.0869565217391304,4182.0,218.6799864477041,217.81770169005102,218.69810267857142,46.0,45.0,52.0,233.0,233.0,233.0,2.0
612,1.1910112359550562,3552.0,236.51903300382654,236.2803332270408,236.24065290178572,64.0,65.0,61.0,249.0,249.0,249.0,1.0
613,0.5803571428571429,7795.0,198.97074298469389,195.57085060586735,197.76544563137756,59.0,31.0,43.0,213.0,213.0,213.0,4.0
614,1.0573770491803278,5166.5,206.64066485969389,203.37667410714286,205.5353555484694,66.0,35.0,49.0,220.0,220.0,220.0,4.0
615,1.0687022900763359,7624.0,209.0125956632653,206.0347975127551,208.85056600765307,40.0,40.0,53.0,227.0,227.0,229.0,2.0
616,0.96,2594.0,243.1544961734694,246.06853874362244,242.62169164540816,87.0,88.0,94.0,251.0,251.0,255.0,0.0
617,0.8175675675675675,8129.5,217.06355628188774,215.7722018494898,217.41653380102042,48.0,47.0,56.0,239.0,239.0,239.0,1.0
618,1.0240963855421688,9305.5,222.75697544642858,220.34309231505102,221.9797911352041,58.0,51.0,56.0,245.0,245.0,245.0,3.0
619,1.1504424778761062,5863.0,229.87244897959184,229.18112244897958,229.67024075255102,47.0,50.0,49.0,247.0,247.0,247.0,0.0
620,1.1047619047619048,3610.5,210.9202806122449,208.71131616709184,209.99186862244898,91.0,42.0,71.0,220.0,220.0,220.0,4.0
621,0.48128342245989303,6063.0,198.6434948979592,196.03888313137756,197.61330117984693,71.0,40.0,55.0,210.0,210.0,210.0,4.0
622,1.2346938775510203,5420.0,213.94772401147958,212.51066246811226,214.2264030612245,52.0,50.0,60.0,230.0,230.0,232.0,2.0
623,1.1095890410958904,2401.5,241.32302295918367,240.9932238520408,241.38526387117346,91.0,87.0,93.0,250.0,250.0,250.0,0.0
624,1.2871287128712872,6320.5,218.1200175382653,216.22171954719389,217.72624362244898,61.0,50.0,59.0,236.0,236.0,236.0,3.0
625,0.5419354838709678,4026.0,240.1045918367347,243.66117267219389,242.52658641581633,71.0,68.0,70.0,252.0,252.0,255.0,0.0
626,0.5594405594405595,5148.0,227.89487005739795,226.8684231505102,227.39883609693877,69.0,64.0,66.0,242.0,242.0,242.0,1.0
627,0.6966292134831461,2439.5,244.83143335459184,245.76576450892858,244.64341517857142,112.0,98.0,102.375,251.0,251.0,255.0,0.0
628,1.2560975609756098,3895.5,241.1712571747449,240.7380819515306,241.05225605867346,66.0,63.0,65.0,251.0,251.0,251.0,0.0
629,1.1229508196721312,6536.0,227.24426020408163,225.56096540178572,227.1595384247449,53.0,53.0,57.0,244.0,244.0,244.0,2.0
630,0.5674418604651162,6427.0,214.10891661352042,210.68435108418367,212.9608378507653,81.375,45.0,59.0,226.0,226.0,227.0,4.0
631,0.5032258064516129,5883.0,228.71322943239795,226.697265625,228.4061902104592,67.0,51.0,63.0,244.0,244.0,244.0,3.0
632,0.9391891891891891,7826.0,226.96605947066325,226.1130819515306,226.7762077487245,64.0,62.0,64.0,248.0,248.0,248.0,1.0
633,1.0833333333333333,8497.0,221.1681281887755,220.77403539540816,221.18289620535714,41.0,43.0,42.0,247.0,247.0,247.0,1.0
634,0.745945945945946,9821.5,209.45216836734693,209.66402264030611,209.89839764030611,26.0,34.0,30.0,238.0,238.0,238.0,1.0
635,0.7621621621621621,9722.0,208.07278380102042,208.1818997130102,208.50197305484693,25.0,33.0,30.0,236.0,236.0,237.0,1.0
636,0.9503105590062112,7106.5,197.09418845663265,193.81499123086735,195.92879065688774,58.0,31.0,42.0,211.0,211.0,211.0,4.0
637,0.9135802469135802,2838.5,211.48317920918367,210.73459422831633,211.55552455357142,55.0,52.0,57.375,222.0,222.0,221.0,0.0
638,0.7469135802469136,6667.5,220.0120774872449,218.4553770727041,219.57672991071428,59.0,51.0,57.0,236.0,236.0,237.0,3.0
639,0.8942307692307693,3295.0,247.81030771683675,247.86463647959184,247.9149792729592,110.0,116.0,113.0,255.0,255.0,255.0,0.0
640,0.8953488372093024,10686.0,221.14235889668367,220.45161033163265,220.6060865752551,39.0,43.0,39.0,249.0,249.0,250.0,1.0
641,0.5111111111111111,5507.5,211.98762356505102,210.20174984056123,210.69810267857142,80.0,49.0,64.0,225.0,225.0,229.0,4.0
642,1.139240506329114,3007.0,237.33179209183675,237.92833227040816,237.4797911352041,73.0,89.0,76.0,247.0,247.0,249.0,1.0
643,1.4615384615384615,12227.5,195.22805723852042,193.0738600127551,194.97014508928572,34.0,31.0,35.0,224.0,224.0,224.0,3.0
644,0.5758928571428571,8833.0,192.5334024234694,191.14839764030611,191.7717434630102,68.0,39.0,56.0,207.0,207.0,211.0,4.0
645,0.7702702702702703,2495.0,241.2616589604592,240.65778459821428,241.01817602040816,85.0,72.0,77.0,250.0,250.0,250.0,0.0
646,1.0,2425.5,247.02098612882654,247.08093510841837,247.26743861607142,104.0,111.0,114.0,254.0,254.0,254.0,0.0
647,0.5408163265306123,5244.0,185.85750159438774,184.49571508290816,185.74675143494898,53.0,33.0,43.0,198.0,198.0,199.0,4.0
648,0.5375,5105.5,227.48429528061226,226.80353156887756,227.06251992984693,61.0,60.0,60.0,244.0,244.0,244.0,1.0
649,1.7407407407407407,6749.5,223.21316964285714,219.38821348852042,223.46390704719389,44.0,46.0,65.0,242.0,242.0,243.0,2.0
650,0.9787234042553191,3136.0,208.45717075892858,206.7308274872449,207.77871890943877,118.375,75.0,104.0,217.0,217.0,217.0,4.0
651,0.9111111111111111,3616.5,241.8068000637755,241.9538424744898,241.8117825255102,64.0,65.0,66.0,252.0,252.0,254.0,0.0
652,1.2066115702479339,8588.5,214.2649473852041,212.0451809630102,213.60389429209184,54.0,45.0,51.0,234.0,234.0,235.0,3.0
653,0.9230769230769231,5984.0,194.0791613520408,192.97038424744898,194.1085578762755,36.0,33.0,41.0,212.0,212.0,214.0,2.0
654,0.9041095890410958,2699.0,237.46149553571428,237.02064732142858,237.29884805484693,67.0,61.0,64.0,249.0,249.0,248.0,0.0
655,0.978021978021978,2817.0,248.24792729591837,247.9219746492347,248.11288265306123,117.0,115.0,113.0,255.0,255.0,255.0,0.0
656,0.9513888888888888,7468.5,222.9499960140306,223.05161830357142,223.6759406887755,44.0,53.0,55.0,243.0,243.0,243.0,1.0
657,0.8506493506493507,7680.0,198.9886399872449,197.0558633609694,198.59614158163265,42.0,37.0,44.0,216.0,216.0,217.0,2.0
658,0.9010989010989011,3975.0,239.53611288265307,238.84538424744898,239.3291613520408,61.375,56.0,58.0,252.0,252.0,252.0,0.0
659,0.6587301587301587,3969.0,190.66890545280611,188.95559630102042,190.00275031887756,77.0,43.0,65.0,201.0,201.0,201.0,4.0
660,1.2621359223300972,7103.0,222.78796635841837,219.20236766581633,223.07557397959184,44.0,47.0,67.0,241.0,241.0,242.0,2.0
661,0.825,2360.0,242.2057557397959,241.7951211734694,242.03621253188774,89.0,79.0,83.0,252.0,252.0,251.0,0.0
662,0.8571428571428571,9723.5,214.09392936862244,211.32670998086735,213.666015625,45.0,39.0,44.0,239.0,239.0,239.0,3.0
663,0.9419354838709677,10084.5,207.5715481505102,207.75896843112244,208.00635762117346,25.0,32.0,29.0,236.0,236.0,236.0,1.0
664,0.5153061224489796,4843.0,191.77963568239795,189.9563536352041,191.6874003507653,64.0,40.0,55.0,204.0,204.0,204.0,4.0
665,1.1830985915492958,10931.5,226.17233338647958,218.98489317602042,225.32674984056123,56.0,50.0,62.0,250.0,250.0,252.0,2.0
666,1.1209677419354838,7950.0,226.20479910714286,225.37557796556123,227.23070790816325,43.0,47.0,51.0,248.0,248.0,248.0,1.0
667,0.6829268292682927,2558.0,245.18947305484693,245.5213249362245,245.5241151147959,102.0,93.0,96.0,254.0,254.0,255.0,0.0
668,1.2926829268292683,9762.0,224.85815927933675,225.07326211734693,224.50147480867346,44.0,47.0,45.0,250.0,250.0,254.0,1.0
669,1.316326530612245,5101.0,219.7943040497449,218.2771444515306,219.6126634247449,52.0,51.0,57.0,236.0,236.0,236.0,2.0
670,0.7361111111111112,5211.0,228.92625956632654,227.32238520408163,229.0497050382653,48.0,46.0,54.0,247.0,247.0,250.0,2.0
671,0.5329341317365269,5549.5,223.8564453125,223.29729352678572,224.13474569515307,47.0,46.0,52.0,243.0,243.0,247.0,2.0
672,0.8722222222222222,9300.0,220.82836415816325,220.83322704081633,221.3219666772959,34.0,46.0,42.0,246.0,246.0,247.0,1.0
673,0.44242424242424244,4369.0,214.6243821747449,211.5674824617347,213.66027582908163,91.0,51.0,70.0,225.0,225.0,225.0,4.0
674,1.240506329113924,2931.5,240.65862165178572,240.0011758609694,240.66619499362244,69.0,67.0,73.375,251.0,251.0,251.0,0.0
675,1.6605504587155964,10976.0,225.6740274234694,218.29538026147958,224.85389429209184,56.0,49.0,62.0,250.0,250.0,251.0,2.0
676,1.0864197530864197,2724.0,240.7711256377551,240.1789102359694,240.7860730229592,69.0,66.0,73.0,251.0,251.0,251.0,0.0
677,1.1730769230769231,5733.5,231.5057995854592,230.8693997130102,231.28762755102042,48.0,51.0,50.0,250.0,250.0,250.0,0.0
678,1.494949494949495,6766.0,212.6902303890306,210.65762515943877,212.55984933035714,45.0,45.0,50.0,232.0,232.0,232.0,2.0
679,0.975609756097561,2949.5,241.5477519132653,243.67831234056123,241.6041334502551,76.0,68.0,71.0,252.0,252.0,255.0,0.0
680,1.1538461538461537,3068.0,214.9756457270408,212.7479472257653,214.05217633928572,96.0,53.0,77.0,224.0,224.0,224.0,4.0
681,1.638095238095238,9737.0,217.9185865752551,215.55759725765307,217.1211933992347,55.0,49.0,53.0,243.0,243.0,243.0,3.0
682,0.8409090909090909,2717.5,230.8454041772959,229.95483896683675,230.90585140306123,66.0,59.0,67.0,241.0,241.0,241.0,0.0
683,1.1125,2622.0,242.81993383290816,244.96440529336735,242.81371572066325,86.0,76.0,80.0,252.0,252.0,255.0,0.0
684,0.6886792452830188,3147.0,237.5985730229592,237.70432079081633,237.42751514668367,67.0,74.0,65.0,249.0,249.0,249.0,1.0
685,0.3878787878787879,4904.5,209.84414859693877,206.70412149234693,208.85568797831633,84.0,46.0,65.0,221.0,221.0,221.0,4.0
686,0.5,3311.0,191.17908960459184,189.64317602040816,190.58161272321428,107.0,68.0,94.0,199.0,199.0,199.0,4.0
687,1.0561797752808988,3273.5,238.00733418367346,238.47018494897958,238.12045599489795,75.0,89.0,78.0,248.0,248.0,249.0,1.0
688,1.0797101449275361,8465.5,225.58097496811226,224.31772161989795,226.22098214285714,52.0,52.0,57.0,247.0,247.0,247.0,1.0
689,1.4473684210526316,9638.0,207.99252630739795,203.0422512755102,207.41408242984693,45.0,38.0,48.0,231.0,231.0,232.0,2.0
690,1.062015503875969,6541.0,217.09050143494898,214.75779257015307,216.97915338010205,52.0,50.0,56.0,235.0,235.0,235.0,2.0
691,0.5568181818181818,4216.0,198.4476243622449,197.65182557397958,198.24435985331633,115.0,76.0,106.0,209.0,209.0,212.0,4.0
692,1.0921985815602837,8004.5,225.0163424744898,223.57352120535714,224.5765306122449,49.0,55.0,52.0,246.0,246.0,246.0,1.0
693,1.0612244897959184,10009.5,212.87049585459184,212.4860690369898,213.17030054209184,28.0,36.0,33.0,241.0,241.0,242.0,1.0
694,0.6071428571428571,7174.0,225.96225286989795,223.9168925382653,226.17245296556123,57.0,55.0,62.0,246.0,246.0,250.0,2.0
695,0.5798816568047337,8536.0,214.98887914540816,212.64291693239795,214.7452168367347,54.0,49.0,54.0,235.0,235.0,235.0,3.0
696,0.9090909090909091,7966.5,221.82009327168367,219.33801020408163,222.16527822066325,37.0,37.0,40.375,246.0,246.0,248.0,2.0
697,1.0892857142857142,5896.5,228.23828125,228.55871332908163,228.49954161352042,45.0,61.0,56.0,247.0,247.0,247.0,1.0
698,0.8390804597701149,2445.5,243.91553730867346,245.96667729591837,243.8322903380102,94.375,84.0,88.0,252.0,252.0,255.0,0.0
699,1.2123893805309736,8473.0,220.52341757015307,219.57625159438774,220.37986288265307,45.0,50.0,49.0,242.0,242.0,243.0,1.0
700,0.6949152542372882,4111.5,236.27329799107142,236.04079639668367,236.20495854591837,59.0,63.0,60.0,248.0,248.0,248.0,0.0
701,0.6,4411.5,222.06574856505102,220.54789142219389,221.50111607142858,63.0,47.0,56.0,236.0,236.0,236.0,3.0
702,0.7128712871287128,3035.5,236.3614875637755,236.84903140943877,236.68907445790816,72.0,82.0,73.0,246.0,246.0,248.0,1.0
703,1.4476190476190476,8594.0,225.27576929209184,224.04850924744898,226.1540975765306,46.0,46.0,51.0,248.0,248.0,248.0,1.0
704,0.5764705882352941,8557.5,226.47219786352042,223.1002869897959,225.82680963010205,58.0,48.0,55.0,248.0,248.0,248.0,3.0
705,1.0,7623.0,215.58667490433675,213.61110889668367,215.0028698979592,60.0,49.0,56.0,233.0,233.0,233.0,3.0
706,1.304,8996.5,219.27716438137756,218.9229113520408,219.44517299107142,33.0,43.0,40.0,245.0,245.0,245.0,1.0
707,0.7108433734939759,6960.5,226.17386798469389,224.7312460140306,225.59275350765307,63.0,61.0,62.0,243.0,243.0,243.0,1.0
708,0.8968253968253969,6140.5,194.0830676020408,192.1183235012755,192.91573660714286,64.375,35.0,50.0,210.0,210.0,213.0,4.0
709,0.7687074829931972,7715.5,226.86403858418367,226.05923150510205,227.78198740433675,43.0,48.0,52.0,248.0,248.0,248.0,1.0
710,1.127906976744186,3377.5,231.6614915497449,231.96251195790816,231.5480110012755,63.0,76.0,62.0,245.0,245.0,245.0,1.0
711,0.7166666666666667,7741.5,220.18506855867346,219.41918447066325,220.4573301977041,37.0,45.0,44.0,242.0,242.0,243.0,1.0
712,0.7134831460674157,8665.0,223.6574856505102,222.65266262755102,223.4235291772959,61.0,57.0,61.0,244.0,244.0,245.0,1.0
713,0.9590163934426229,6410.0,227.2174147002551,227.6027981505102,227.48971619897958,44.0,59.0,53.0,247.0,247.0,247.0,1.0
714,1.0724637681159421,7755.5,224.57663026147958,223.2824856505102,225.00492267219389,48.0,47.0,53.0,246.0,246.0,246.0,1.0
715,0.7951807228915663,2226.0,236.43205915178572,235.94353874362244,236.30117984693877,110.0,97.0,104.0,244.0,244.0,244.0,0.0
716,0.8641975308641975,3120.0,243.4235690369898,243.34165736607142,243.49738919005102,73.0,74.0,74.0,253.0,253.0,255.0,0.0
717,1.2595419847328244,8545.0,219.9189453125,219.4654615752551,220.0088488520408,34.0,42.0,40.0,245.0,245.0,246.0,1.0
718,1.125,6778.5,216.37747130102042,214.3185188137755,216.10291772959184,60.0,51.0,58.0,234.0,234.0,234.0,3.0
719,1.032258064516129,3056.5,235.01576450892858,233.93048469387756,235.0276028380102,68.0,61.0,70.0,245.0,245.0,245.0,0.0
720,0.9292035398230089,5751.5,218.9510722257653,216.85277822066325,218.1777941645408,61.0,53.0,57.0,238.0,238.0,238.0,3.0
721,0.46190476190476193,5935.0,199.72456951530611,197.7189492984694,198.87601642219389,83.0,52.0,73.0,211.0,211.0,213.0,4.0
722,1.1967213114754098,7543.0,220.04231106505102,219.4019850127551,219.61156728316325,37.0,41.0,38.0,246.0,246.0,246.0,1.0
723,0.6107784431137725,8190.5,227.6338488520408,224.54705436862244,226.99734933035714,57.0,47.0,54.0,248.0,248.0,249.0,3.0
724,1.2586206896551724,8025.5,216.01935188137756,214.07146843112244,215.73680644132654,55.0,47.0,54.0,235.0,235.0,235.0,3.0
725,0.9411764705882353,6288.0,213.0116589604592,210.90993702168367,211.86067044005102,86.0,49.0,68.0,227.0,227.0,231.0,4.0
726,1.0789473684210527,3313.0,233.32928093112244,232.9259406887755,233.1946348852041,56.375,53.0,53.0,244.0,244.0,244.0,0.0
727,0.740506329113924,6577.5,226.22498804209184,225.13560267857142,225.8689811862245,66.0,62.0,66.0,245.0,245.0,245.0,1.0
728,0.8913043478260869,7929.0,215.61515465561226,213.54239078443877,215.0237962372449,59.0,49.0,55.375,234.0,234.0,234.0,3.0
729,0.58125,5299.0,212.39777981505102,209.2335578762755,211.27260044642858,80.0,43.0,58.0,224.0,224.0,225.0,4.0
730,1.0263157894736843,2821.0,240.36704799107142,239.7347337372449,241.2409518494898,87.0,107.0,92.0,249.0,249.0,249.0,1.0
731,0.7806451612903226,4920.5,215.78641183035714,212.5235371492347,214.71615911989795,87.0,49.0,67.0,227.0,227.0,228.0,4.0
732,0.6481481481481481,2583.5,243.2786192602041,242.2354113520408,243.65736607142858,95.0,84.0,91.0,251.0,251.0,251.0,0.0
733,0.9751552795031055,8146.0,226.21255181760205,224.79781170280611,226.57065130739795,45.0,46.0,51.0,248.0,248.0,252.0,2.0
734,0.6830985915492958,6931.5,215.71442522321428,211.84715800382654,215.68345424107142,47.0,46.0,64.0,232.0,232.0,232.0,2.0
735,1.5666666666666667,2810.0,244.3973612882653,244.43748007015307,244.53523596938774,92.0,93.0,97.0,252.0,252.0,253.0,0.0
736,0.6721311475409836,5076.0,213.0225605867347,211.7053770727041,212.53182796556123,62.0,49.0,57.0,227.0,227.0,227.0,3.0
737,0.9555555555555556,7554.0,212.5624402104592,210.31315768494898,212.80715880102042,43.0,43.0,51.0,231.0,231.0,233.0,2.0
738,1.2839506172839505,4306.5,241.00342793367346,242.24746890943877,241.2110969387755,67.0,79.0,66.0,254.0,254.0,255.0,1.0
739,0.8205128205128205,4377.5,224.03665098852042,222.33039700255102,223.61672911352042,62.0,53.0,63.0,237.0,237.0,237.0,2.0
740,0.6318681318681318,3557.0,179.35507015306123,179.30020328443877,179.3446667729592,111.0,85.375,105.0,188.0,188.0,191.0,4.0
741,1.183206106870229,9292.5,208.11156728316325,208.3059630102041,208.57686941964286,25.0,35.0,31.0,236.0,236.0,236.0,1.0
742,1.3083333333333333,7236.0,224.86710778061226,220.5879902742347,224.8840481505102,56.0,55.375,72.0,242.0,242.0,243.0,2.0
743,1.4285714285714286,10707.0,222.75809151785714,216.70752949617346,221.9375996492347,50.0,44.0,58.0,249.0,249.0,252.0,2.0
744,0.5987654320987654,6058.0,212.06339684311226,210.1535196109694,211.67560188137756,67.0,54.0,64.0,226.0,226.0,226.0,3.0
745,1.1975308641975309,3892.0,239.4501355229592,240.85481106505102,239.94154575892858,63.0,60.0,62.0,252.0,252.0,255.0,0.0
746,1.4545454545454546,5774.5,231.37230947066325,230.71637834821428,231.19337930484693,48.0,51.0,50.0,250.0,250.0,250.0,0.0
747,0.5352941176470588,4741.0,215.7702088647959,214.27018893494898,214.8177415497449,85.0,52.375,68.0,228.0,228.0,231.0,4.0
748,0.8789808917197452,6896.5,200.33601721938774,197.56393494897958,200.22983099489795,37.0,37.0,49.0,218.0,218.0,220.0,2.0
749,0.9310344827586207,2889.5,221.06403459821428,219.8114237882653,221.05420918367346,69.0,61.0,69.0,231.0,231.0,231.0,0.0
750,0.9577464788732394,2464.5,234.50952646683675,233.53316326530611,234.7503587372449,65.0,65.0,73.0,245.0,245.0,245.0,0.0
751,1.1631205673758864,9084.0,221.2029257015306,219.3064413265306,220.49968112244898,47.0,48.0,48.0,246.0,246.0,246.0,1.0
752,0.978021978021978,2905.0,236.95756935586735,235.8886120854592,236.9715202487245,76.0,68.0,76.0,246.0,246.0,246.0,0.0
753,1.1451612903225807,6827.0,214.90114795918367,212.58998325892858,214.88400829081633,52.0,49.0,56.0,232.0,232.0,232.0,2.0
